,Ticker,Name,Sector,Industry
161,AMAG,"AMAG Pharmaceuticals, Inc.",Healthcare,Diagnostic Substances
162,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials
163,ALX,Alexander's Inc.,Financial,REIT - Retail
164,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials
165,AMBT,Ambient Corporation,Technology,Communication Equipment
166,AMCC,Applied Micro Circuits Corporation,Technology,Semiconductor - Integrated Circuits
167,AMCF,Andatee China Marine Fuel Services Corporation,Basic Materials,Oil & Gas Equipment & Services
168,AMCX,AMC Networks Inc.,Services,Entertainment - Diversified
169,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line
170,AME,Ametek Inc.,Industrial Goods,Diversified Machinery
171,AMED,Amedisys Inc.,Healthcare,Home Health Care
172,AMG,Affiliated Managers Group Inc.,Financial,Asset Management
173,AMGN,Amgen Inc.,Healthcare,Biotechnology
174,AMIC,American Independence Corp.,Financial,Accident & Health Insurance
175,AMID,"American Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines
176,AMIN,American International Industries Inc.,Services,Business Services
177,AMKR,"Amkor Technology, Inc.",Technology,Semiconductor - Integrated Circuits
178,AMNB,American National Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks
179,AMOT,Allied Motion Technologies Inc.,Industrial Goods,Industrial Electrical Equipment
180,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management
181,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology
182,AMRB,American River Bankshares,Financial,Regional - Pacific Banks
183,AMRC,"Ameresco, Inc.",Services,Technical Services
184,AMRE,"AmREIT, Inc.",Financial,Property Management
185,AMRI,Albany Molecular Research Inc.,Healthcare,Biotechnology
186,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals
187,AMSC,American Superconductor Corporation,Technology,Diversified Electronics
188,AMSF,"Amerisafe, Inc.",Financial,Property & Casualty Insurance
189,AMS,American Shared Hospital Services,Healthcare,Specialized Health Services
190,AMSG,AmSurg Corp.,Healthcare,Hospitals
191,AMSWA,"American Software, Inc.",Technology,Application Software
192,AMT,American Tower Corporation,Financial,REIT - Diversified
193,AMTD,TD Ameritrade Holding Corporation,Financial,Investment Brokerage - National
194,AMTG,"Apollo Residential Mortgage, Inc.",Financial,REIT - Residential
195,AMTY,Amerityre Corporation,Consumer Goods,Rubber & Plastics
196,AMWD,American Woodmark Corp.,Consumer Goods,Home Furnishings & Fixtures
197,AN,AutoNation Inc.,Services,Auto Dealerships
198,ANAC,"Anacor Pharmaceuticals, Inc.",Healthcare,Biotechnology
199,AMZN,Amazon.com Inc.,Services,Catalog & Mail Order Houses
200,ANAD,"Anadigics, Inc.",Technology,Semiconductor - Integrated Circuits
201,ANAT,American National Insurance Co.,Financial,Property & Casualty Insurance
202,ANCB,Anchor Bancorp,Financial,Savings & Loans
203,ANCX,Access National Corporation,Financial,Regional - Mid-Atlantic Banks
204,ANDA,"Tecnoglass, Inc.",,
205,ANDAU,Andina Acquisition Corporation,,
206,ANDAW,Andina Acquisition Corporation,,
207,ANEN,"Anaren, Inc.",,
208,ANGI,"Angie's List, Inc.",Technology,Internet Software & Services
209,ANF,Abercrombie & Fitch Co.,Services,Apparel Stores
210,ANGO,AngioDynamics Inc.,Healthcare,Medical Instruments & Supplies
211,ANIK,Anika Therapeutics Inc.,Healthcare,Biotechnology
212,ANLY,Analysts International Corp.,,
213,ANDE,"The Andersons, Inc.",Consumer Goods,Farm Products
214,ANN,ANN INC.,Services,Apparel Stores
215,ANH,Anworth Mortgage Asset Corporation,Financial,REIT - Diversified
216,ANR,"Alpha Natural Resources, Inc.",Basic Materials,Industrial Metals & Minerals
217,ANSS,"Ansys, Inc.",Technology,Application Software
218,ANTH,"Anthera Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major
219,ANTP,PHAZAR CORP,,
220,ANV,Allied Nevada Gold Corp.,Basic Materials,Gold
221,AOL,AOL Inc.,Technology,Internet Information Providers
222,AOS,AO Smith Corp.,Industrial Goods,Industrial Electrical Equipment
223,AOSL,"Alpha & Omega Semiconductor, Ltd.",Technology,Semiconductor - Specialized
224,AP,Ampco-Pittsburgh Corp.,Industrial Goods,Diversified Machinery
225,APA,Apache Corp.,Basic Materials,Independent Oil & Gas
226,APAGF,Apco Oil & Gas International Inc.,Basic Materials,Independent Oil & Gas
227,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management
228,APC,Anadarko Petroleum Corporation,Basic Materials,Independent Oil & Gas
229,APD,Air Products & Chemicals Inc.,Basic Materials,Chemicals - Major Diversified
230,APEI,"American Public Education, Inc.",Services,Education & Training Services
231,APFC,American Pacific Corporation,,
232,APH,Amphenol Corporation,Technology,Diversified Electronics
233,API,Advanced Photonix Inc.,Technology,Semiconductor - Integrated Circuits
234,APO,"Apollo Global Management, LLC",Financial,Diversified Investments
235,APOG,"Apogee Enterprises, Inc.",Industrial Goods,General Building Materials
236,APL,"Atlas Pipeline Partners, L.P.",Basic Materials,Oil & Gas Pipelines
237,APP,"American Apparel, Inc.",Consumer Goods,Textile - Apparel Clothing
238,APOL,"Apollo Education Group, Inc.",Services,Education & Training Services
239,APPY,"Venaxis, Inc.",Healthcare,Diagnostic Substances
240,APRI,"Apricus Biosciences, Inc.",Healthcare,Drug Manufacturers - Other
241,APU,AmeriGas Partners LP,Utilities,Gas Utilities
242,APT,Alpha Pro Tech Ltd.,Healthcare,Medical Appliances & Equipment
243,ARAY,Accuray Incorporated,Healthcare,Medical Appliances & Equipment
244,ARCI,Appliance Recycling Centers of America Inc.,Services,Electronics Stores
245,AOI,"Alliance One International, Inc.",Consumer Goods,"Tobacco Products, Other"
246,ANCI,"American Caresource Holdings, Inc.",Healthcare,Specialized Health Services
247,ARCP,"American Realty Capital Properties, Inc.",Financial,REIT - Diversified
248,ARCW,"ARC Group Worldwide, Inc.",Industrial Goods,Metal Fabrication
249,ARDM,Aradigm Corporation,Healthcare,Drug Delivery
250,ARDNA,Arden Group Inc.,,
251,AREX,"Approach Resources, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
252,ARI,"Apollo Commercial Real Estate Finance, Inc.",Financial,REIT - Diversified
253,ARII,"American Railcar Industries, Inc.",Services,Railroads
254,ARKR,Ark Restaurants Corp.,Services,Restaurants
255,ARL,American Realty Investors Inc.,Financial,Property Management
256,ARLP,Alliance Resource Partners LP,Basic Materials,Industrial Metals & Minerals
257,ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology
258,AQQ,American Spectrum Realty Inc.,Financial,Property Management
259,AROW,Arrow Financial Corporation,Financial,Regional - Northeast Banks
260,ARP,"Atlas Resource Partners, L.P.",Basic Materials,Independent Oil & Gas
261,ARQL,ArQule Inc.,Healthcare,Biotechnology
262,ARR,"ARMOUR Residential REIT, Inc.",Financial,REIT - Residential
263,ARRS,"ARRIS Group, Inc.",Technology,Communication Equipment
264,ARRY,"Array BioPharma, Inc.",Healthcare,Biotechnology
265,ARTC,ArthroCare Corporation,Healthcare,Medical Appliances & Equipment
266,ARTNA,Artesian Resources Corp.,Utilities,Water Utilities
267,ARTW,Art's-Way Manufacturing Co. Inc.,Industrial Goods,Farm & Construction Machinery
268,ARE,"Alexandria Real Estate Equities, Inc.",Financial,REIT - Office
269,ARTX,Arotech Corporation,Industrial Goods,Industrial Electrical Equipment
270,ARUN,"Aruba Networks, Inc.",Technology,Networking & Communication Devices
271,ARW,"Arrow Electronics, Inc.",Services,Electronics Wholesale
272,ARWR,Arrowhead Research Corp.,Healthcare,Biotechnology
273,ASBB,"ASB Bancorp, Inc.",Financial,Regional - Mid-Atlantic Banks
274,ASBC,Associated Banc-Corp,Financial,Regional - Midwest Banks
275,ASBCW,Associated Banc-Corp,,
276,ARSD,Arabian American Development Company,Basic Materials,Chemicals - Major Diversified
277,ASBI,Ameriana Bancorp,Financial,Savings & Loans
278,ASCA,Ameristar Casinos Inc.,,
279,ASCMA,"Ascent Capital Group, Inc.",Services,Security & Protection Services
280,ASEI,American Science & Engineering Inc.,Services,Security & Protection Services
281,ARG,"Airgas, Inc.",Basic Materials,Chemicals - Major Diversified
282,ARX,Aeroflex Holding Corp.,Technology,Semiconductor - Integrated Circuits
283,ASH,Ashland Inc.,Basic Materials,Chemicals - Major Diversified
284,ASIA,"AsiaInfo-Linkage, Inc.",Technology,Security Software & Services
285,ASNA,Ascena Retail Group Inc.,Services,Apparel Stores
286,ASPS,Altisource Portfolio Solutions S.A.,Services,Business Services
287,ASTC,Astrotech Corp.,Industrial Goods,Aerospace/Defense Products & Services
288,ASTE,"Astec Industries, Inc.",Industrial Goods,Farm & Construction Machinery
289,ASTI,"Ascent Solar Technologies, Inc.",Technology,Semiconductor - Specialized
290,ASRV,"AmeriServ Financial, Inc.",Financial,Regional - Northeast Banks
291,ASUR,"Asure Software, Inc.",Technology,Business Software & Services
292,ASYS,Amtech Systems Inc.,Technology,Semiconductor Equipment & Materials
293,ATEA,Astea International Inc.,Technology,Application Software
294,ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Instruments & Supplies
295,ATHN,"athenahealth, Inc.",Technology,Healthcare Information Services
296,ATHX,"Athersys, Inc.",Healthcare,Biotechnology
297,ATK,Alliant Techsystems Inc.,Industrial Goods,Aerospace/Defense Products & Services
298,ATI,Allegheny Technologies Inc.,Industrial Goods,Metal Fabrication
299,ATLC,Atlanticus Holdings Corporation,Financial,Credit Services
300,ATMI,ATMI Inc.,Technology,Semiconductor Equipment & Materials
301,ATML,Atmel Corporation,Technology,Semiconductor - Broad Line
302,ATNI,"Atlantic Tele-Network, Inc.",Technology,Telecom Services - Domestic
303,ASTM,"Aastrom Biosciences, Inc.",Healthcare,Biotechnology
304,ATNY,API Technologies Corp.,Technology,Semiconductor - Broad Line
305,ATO,Atmos Energy Corporation,Utilities,Gas Utilities
306,ATOS,"Atossa Genetics, Inc.",Healthcare,Diagnostic Substances
307,ATR,"AptarGroup, Inc.",Consumer Goods,Packaging & Containers
308,ATLO,Ames National Corporation,Financial,Regional - Northeast Banks
309,ATRM,Aetrium Inc.,Technology,Semiconductor Equipment & Materials
310,ATRO,Astronics Corporation,Industrial Goods,Aerospace/Defense Products & Services
311,ATRS,Antares Pharma Inc.,Healthcare,Medical Instruments & Supplies
312,ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies
313,ATU,Actuant Corporation,Industrial Goods,Diversified Machinery
314,ATRI,ATRION Corp.,Healthcare,Medical Instruments & Supplies
315,ARO,A,Services,Apparel Stores
316,ASFI,Asta Funding Inc.,Services,Business Services
317,ATVI,"Activision Blizzard, Inc.",Technology,Multimedia & Graphics Software
318,ATW,"Atwood Oceanics, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
319,ARIA,Ariad Pharmaceuticals Inc.,Healthcare,Biotechnology
320,ATX,Costa Inc.,,
321,AUBN,"Auburn National Bancorporation, Inc.",Financial,Regional - Southeast Banks
322,AUXL,Auxilium Pharmaceuticals Inc.,Healthcare,Drug Related Products
323,AVA,Avista Corp.,Utilities,Diversified Utilities
324,AVAV,"AeroVironment, Inc.",Industrial Goods,Aerospace/Defense Products & Services
325,AVB,Avalonbay Communities Inc.,Financial,REIT - Residential
326,AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology
327,AVHI,"AV Homes, Inc.",Industrial Goods,Residential Construction
328,AVNR,"Avanir Pharmaceuticals, Inc.",Healthcare,Drugs - Generic
329,AVID,"Avid Technology, Inc.",Technology,Multimedia & Graphics Software
330,AVGO,Avago Technologies Limited,Technology,Semiconductor - Broad Line
331,AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment
332,AVP,Avon Products Inc.,Consumer Goods,Personal Products
333,AVSR,Avistar Communications Corp.,,
334,AVT,"Avnet, Inc.",Services,Electronics Wholesale
335,AVX,AVX Corp.,Technology,Diversified Electronics
336,AVY,Avery Dennison Corporation,Consumer Goods,Business Equipment
337,AWAY,"HomeAway, Inc.",Technology,Internet Information Providers
338,AWH,"Allied World Assurance Company Holdings, AG",Financial,Property & Casualty Insurance
339,AWI,"Armstrong World Industries, Inc.",Industrial Goods,General Building Materials
340,AWK,"American Water Works Company, Inc.",Utilities,Water Utilities
341,AWRE,"Aware, Inc.",Technology,Application Software
342,AWX,Avalon Holdings Corp.,Industrial Goods,Waste Management
343,AXAS,Abraxas Petroleum Corp.,Basic Materials,Independent Oil & Gas
344,AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostic Substances
345,AXE,Anixter International Inc.,Services,Industrial Equipment Wholesale
346,AXL,American Axle & Manufacturing Holdings Inc.,Consumer Goods,Auto Parts
347,AXLL,Axiall Corporation,Basic Materials,Synthetics
348,AXN,"Aoxing Pharmaceutical Company, Inc.",Healthcare,Drug Manufacturers - Major
349,AXP,American Express Company,Financial,Credit Services
350,AXR,AMREP Corporation,Financial,Property Management
351,AXS,AXIS Capital Holdings Limited,Financial,Property & Casualty Insurance
352,AXTI,AXT Inc.,Technology,Semiconductor - Integrated Circuits
353,AYI,"Acuity Brands, Inc.",Technology,Diversified Electronics
354,AZO,"AutoZone, Inc.",Services,Auto Parts Stores
355,AZPN,"Aspen Technology, Inc.",Technology,Business Software & Services
356,B,Barnes Group Inc.,Industrial Goods,Industrial Equipment & Components
357,AZZ,AZZ incorporated,Industrial Goods,Metal Fabrication
358,BA,The Boeing Company,Industrial Goods,Aerospace/Defense Products & Services
359,BABY,Natus Medical Inc.,Healthcare,Medical Appliances & Equipment
360,BAC,Bank of America Corporation,Financial,Money Center Banks
361,BAGL,"Einstein Noah Restaurant Group, Inc.",Services,Restaurants
362,BAGR,"Diversified Restaurant Holdings, Inc.",Services,Restaurants
363,BAH,Booz Allen Hamilton Holding Corporation,Services,Management Services
364,BAMM,Books-A-Million Inc.,Services,"Specialty Retail, Other"
365,BANF,BancFirst Corporation,Financial,Regional - Southwest Banks
366,BANC,"Banc of California, Inc.",Financial,Regional - Pacific Banks
367,BANR,Banner Corporation,Financial,Regional - Mid-Atlantic Banks
368,BAS,"Basic Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services
369,BASI,Bioanalytical Systems Inc.,Services,Research Services
370,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies
371,BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores
372,BBG,Bill Barrett Corp.,Basic Materials,Oil & Gas Drilling & Exploration
373,BBGI,Beasley Broadcast Group Inc.,Services,Broadcasting - Radio
374,BBNK,Bridge Capital Holdings,Financial,Regional - Pacific Banks
375,BBOX,Black Box Corporation,Technology,Networking & Communication Devices
376,BBRG,"Bravo Brio Restaurant Group, Inc.",Services,Restaurants
377,BBSI,Barrett Business Services Inc.,Services,Staffing & Outsourcing Services
378,BBX,BBX Capital Corporation,Financial,Property Management
379,BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other"
380,BCC,Boise Cascade Company,Industrial Goods,"Lumber, Wood Production"
381,BCEI,"Bonanza Creek Energy, Inc.",Basic Materials,Independent Oil & Gas
382,BCO,The Brink's Company,Services,Security & Protection Services
383,BCOR,"Blucora, Inc.",Technology,Internet Information Providers
384,BCOV,"Brightcove, Inc.",Technology,Application Software
385,BCPC,Balchem Corp.,Basic Materials,Chemicals - Major Diversified
386,BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies
387,BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology
388,BDCO,Blue Dolphin Energy Company,Basic Materials,Independent Oil & Gas
389,BDE,"Black Diamond, Inc.",Consumer Goods,Sporting Goods
390,BDGE,"Bridge Bancorp, Inc.",Financial,Regional - Northeast Banks
391,BDL,Flanigan's Enterprises Inc.,Services,Specialty Eateries
392,BDN,Brandywine Realty Trust,Financial,REIT - Diversified
393,BDMS,Birner Dental Management Services Inc.,Services,Business Services
394,BDR,Blonder Tongue Laboratories Inc.,Technology,Communication Equipment
395,BDSI,"BioDelivery Sciences International, Inc.",Healthcare,Biotechnology
396,BEAV,B/E Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services
397,BEBE,"Bebe Stores, Inc.",Services,Apparel Stores
398,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies
399,BECN,"Beacon Roofing Supply, Inc.",Industrial Goods,General Building Materials
400,BELFA,Bel Fuse Inc.,,
401,BELFB,Bel Fuse Inc.,Technology,Diversified Electronics
402,BEN,Franklin Resources Inc.,Financial,Asset Management
403,BERK,Berkshire Bancorp Inc.,Financial,Regional - Northeast Banks
404,BERY,"Berry Plastics Group, Inc.",Consumer Goods,Rubber & Plastics
405,BFAM,"Bright Horizons Family Solutions, Inc.",Services,Personal Services
406,BFB,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers
407,BFIN,BankFinancial Corp.,Financial,Savings & Loans
408,BG,Bunge Limited,Consumer Goods,Farm Products
409,BGC,General Cable Corp.,Industrial Goods,Industrial Electrical Equipment
410,BGCP,"BGC Partners, Inc.",Financial,Investment Brokerage - National
411,BGFV,Big 5 Sporting Goods Corp.,Services,Sporting Goods Stores
412,BGG,Briggs & Stratton Corporation,Industrial Goods,Diversified Machinery
413,BGMD,"BG Medicine, Inc.",Healthcare,Medical Laboratories & Research
414,BGS,,Consumer Goods,Processed & Packaged Goods
415,BH,Biglari Holdings Inc.,Services,Restaurants
416,BHB,Bar Harbor Bankshares,Financial,Regional - Northeast Banks
417,BHE,Benchmark Electronics Inc.,Technology,Printed Circuit Boards
418,BHI,Baker Hughes Incorporated,Basic Materials,Oil & Gas Equipment & Services
419,BHRT,"Bioheart, Inc.",Healthcare,Biotechnology
420,BIG,Big Lots Inc.,Services,"Discount, Variety Stores"
421,BIIB,Biogen Idec Inc.,Healthcare,Biotechnology
422,BIOC,"Biocept, Inc.",Healthcare,Medical Laboratories & Research
423,BIOD,Biodel Inc.,Healthcare,Drug Manufacturers - Other
424,BIOF,BioFuel Energy Corp.,Basic Materials,Specialty Chemicals
425,BIOL,"BIOLASE, Inc.",Healthcare,Medical Instruments & Supplies
426,BIRT,Actuate Corporation,Technology,Application Software
427,BJRI,"BJ's Restaurants, Inc.",Services,Restaurants
428,BKBK,Britton & Koontz Capital Corp.,,
429,BKD,Brookdale Senior Living Inc.,Healthcare,Long-Term Care Facilities
430,BKE,"The Buckle, Inc.",Services,Apparel Stores
431,BKH,Black Hills Corporation,Utilities,Electric Utilities
432,BKJ,"Bancorp Of New Jersey, Inc.",Financial,Savings & Loans
433,BKMU,Bank Mutual Corporation,Financial,Savings & Loans
434,BKOR,"Oak Ridge Financial Services, Inc.",Financial,Regional - Mid-Atlantic Banks
435,BKS,"Barnes & Noble, Inc.",Services,"Specialty Retail, Other"
436,BKU,"BankUnited, Inc.",Financial,Regional - Mid-Atlantic Banks
437,BKW,"Burger King Worldwide, Inc.",Services,Restaurants
438,BKYF,Bank of Kentucky Financial Corp.,Financial,Regional - Southeast Banks
439,BLDR,"Builders FirstSource, Inc.",Services,Home Improvement Stores
440,BLIN,"Bridgeline Digital, Inc.",Technology,Application Software
441,BLKB,Blackbaud Inc.,Technology,Business Software & Services
442,BLL,Ball Corporation,Consumer Goods,Packaging & Containers
443,BLK,"BlackRock, Inc.",Financial,Asset Management
444,BLMN,"Bloomin' Brands, Inc.",Services,Restaurants
445,BLMT,"BSB Bancorp, Inc.",Financial,Money Center Banks
446,BLOX,Infoblox Inc.,Services,Business Services
447,BMC,BMC Software Inc.,,
448,BMI,Badger Meter Inc.,Technology,Scientific & Technical Instruments
449,BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers
450,BMTC,Bryn Mawr Bank Corp.,Financial,Regional - Mid-Atlantic Banks
451,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major
452,BNCL,Beneficial Mutual Bancorp Inc.,Financial,Regional - Northeast Banks
453,BNCN,BNC Bancorp,Financial,Regional - Mid-Atlantic Banks
454,BOBE,"Bob Evans Farms, Inc.",Services,Restaurants
455,BOCH,Bank of Commerce Holdings,Financial,Regional - Mid-Atlantic Banks
456,BODY,Body Central Corp.,Services,Apparel Stores
457,BOFI,"BofI Holding, Inc.",Financial,Savings & Loans
458,BOH,Bank of Hawaii Corporation,Financial,Regional - Pacific Banks
459,BOKF,BOK Financial Corporation,Financial,Regional - Southwest Banks
460,BOLT,Bolt Technology Corp.,Basic Materials,Oil & Gas Equipment & Services
461,BONE,"Bacterin International Holdings, Inc.",Healthcare,Medical Appliances & Equipment
462,BONT,Bon-Ton Stores Inc.,Services,Department Stores
463,BOTA,"Biota Pharmaceuticals, Inc.",Healthcare,Biotechnology
464,BOOM,Dynamic Materials Corp.,Industrial Goods,Metal Fabrication
465,BPFH,"Boston Private Financial Holdings, Inc.",Financial,Regional - Northeast Banks
466,BOX,Box Ships Inc.,Services,Shipping
467,BOTJ,Bank of the James Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks
468,BPL,"Buckeye Partners, L.P.",Basic Materials,Oil & Gas Pipelines
469,BPOP,"Popular, Inc.",Financial,Foreign Regional Banks
470,BPI,"Bridgepoint Education, Inc.",Services,Education & Training Services
471,BPZ,"BPZ Resources, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
472,BR,"Broadridge Financial Solutions, Inc.",Technology,Information & Delivery Services
473,BRC,Brady Corp.,Technology,Security Software & Services
474,BRCD,"Brocade Communications Systems, Inc.",Technology,Data Storage Devices
475,BREW,"Craft Brew Alliance, Inc.",Consumer Goods,Beverages - Brewers
476,BRKA,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance
477,BRID,Bridgford Foods Corp.,Consumer Goods,Meat Products
478,BRKL,"Brookline Bancorp, Inc.",Financial,Savings & Loans
479,BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits
480,BRKR,Bruker Corporation,Technology,Scientific & Technical Instruments
481,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials
482,BRLI,Bio-Reference Laboratories Inc.,Healthcare,Medical Laboratories & Research
483,BRN,"Barnwell Industries, Inc.",Basic Materials,Independent Oil & Gas
484,BRO,Brown & Brown Inc.,Financial,Insurance Brokers
485,BRS,"Bristow Group, Inc.",Services,"Air Services, Other"
486,BRSS,"Global Brass and Copper Holdings, Inc.",Industrial Goods,Metal Fabrication
487,BRT,BRT Realty Trust,Financial,Mortgage Investment
488,BSDM,BSD Medical Corp.,Healthcare,Medical Appliances & Equipment
489,BSET,"Bassett Furniture Industries, Incorporated",Consumer Goods,Home Furnishings & Fixtures
490,BSPM,"Biostar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major
491,BSQR,BSQUARE Corp.,Technology,Application Software
492,BSRR,Sierra Bancorp,Financial,Regional - Pacific Banks
493,BTH,"Blyth, Inc.",Consumer Goods,Personal Products
494,BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment
495,BTN,"Ballantyne Strong, Inc",Consumer Goods,Photographic Equipment & Supplies
496,BTU,Peabody Energy Corp.,Basic Materials,Industrial Metals & Minerals
497,BTUI,BTU International Inc.,Technology,Semiconductor Equipment & Materials
498,BTX,"BioTime, Inc.",Healthcare,Biotechnology
499,BUSE,First Busey Corporation,Financial,Regional - Midwest Banks
500,BV,"Bazaarvoice, Inc.",Technology,Application Software
501,BVSN,"BroadVision, Inc.",Technology,Internet Software & Services
502,BVX,Bovie Medical Corporation,Healthcare,Medical Instruments & Supplies
503,BWA,BorgWarner Inc.,Consumer Goods,Auto Parts
504,BWC,The Babcock & Wilcox Company,Industrial Goods,Diversified Machinery
505,BWLD,Buffalo Wild Wings Inc.,Services,Restaurants
506,BWP,"Boardwalk Pipeline Partners, LP",Basic Materials,Oil & Gas Pipelines
507,BWS,Brown Shoe Co. Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories
508,BXC,Bluelinx Holdings Inc.,Services,Building Materials Wholesale
509,BXP,Boston Properties Inc.,Financial,REIT - Office
510,BXS,"BancorpSouth, Inc.",Financial,Regional - Southeast Banks
511,BYD,Boyd Gaming Corporation,Services,Resorts & Casinos
512,BYFC,Broadway Financial Corporation,Financial,Savings & Loans
513,BYI,"Bally Technologies, Inc.",Services,Gaming Activities
514,BYLK,Baylake Corp.,Financial,Money Center Banks
515,BZC,Breeze-Eastern Corporation,Industrial Goods,Aerospace/Defense Products & Services
516,BZH,Beazer Homes USA Inc.,Industrial Goods,Residential Construction
517,C,Citigroup Inc.,Financial,Money Center Banks
518,CA,CA Technologies,Technology,Business Software & Services
519,CAAS,China Automotive Systems Inc.,Consumer Goods,Auto Parts
520,CAB,Cabela's Incorporated,Services,Sporting Goods Stores
521,CAC,Camden National Corp.,Financial,Regional - Northeast Banks
522,CACB,Cascade Bancorp,Financial,Regional - Pacific Banks
523,CACC,Credit Acceptance Corp.,Financial,Credit Services
524,CACG,Chart Acquisition Corp.,Conglomerates,Conglomerates
525,CACGU,Chart Acquisition Corp.,,
526,CACGW,Chart Acquisition Corp.,,
527,CACI,CACI International Inc.,Services,Technical Services
528,CADC,"China Advanced Construction Materials Group, Inc.",Industrial Goods,General Building Materials
529,CACH,Cache Inc.,Services,Apparel Stores
530,CADX,Cadence Pharmaceuticals Inc.,,
531,CAG,"ConAgra Foods, Inc.",Consumer Goods,Processed & Packaged Goods
532,CAH,"Cardinal Health, Inc.",Services,Drugs Wholesale
533,CAFI,Camco Financial Corp.,,
534,CAK,CAMAC Energy Inc.,Basic Materials,Independent Oil & Gas
535,CAKE,The Cheesecake Factory Incorporated,Services,Restaurants
536,CALD,Callidus Software Inc.,Technology,Business Software & Services
537,CALI,China Auto Logistic Inc.,Services,Auto Dealerships
538,CALL,magicJack VocalTec Ltd.,Technology,Telecom Services - Domestic
539,CALM,"Cal-Maine Foods, Inc.",Consumer Goods,Food - Major Diversified
540,CALX,Calix Inc.,Technology,Communication Equipment
541,CAM,Cameron International Corporation,Basic Materials,Oil & Gas Equipment & Services
542,CAMP,CalAmp Corp.,Technology,Communication Equipment
543,CAP,CAI International Inc.,Services,Rental & Leasing Services
544,CAR,"Avis Budget Group, Inc.",Services,Rental & Leasing Services
545,CARB,"Carbonite, Inc.",Services,Business Services
546,CARV,"Carver Bancorp, Inc.",Financial,Savings & Loans
547,CAS,A. M. Castle & Co.,Industrial Goods,Metal Fabrication
548,CASH,"Meta Financial Group, Inc.",Financial,Savings & Loans
549,CASM,CAS Medical Systems Inc.,Healthcare,Medical Instruments & Supplies
550,CASS,"Cass Information Systems, Inc.",Services,Business Services
551,CASY,"Casey's General Stores, Inc.",Services,Grocery Stores
552,CAT,Caterpillar Inc.,Industrial Goods,Farm & Construction Machinery
553,CATM,Cardtronics Inc.,Services,Business Services
554,CATO,The Cato Corporation,Services,Apparel Stores
555,CATY,Cathay General Bancorp,Financial,Regional - Pacific Banks
556,CAVM,"Cavium, Inc.",Technology,Semiconductor - Broad Line
557,CAW,CCA Industries Inc.,Consumer Goods,Personal Products
558,CB,The Chubb Corporation,Financial,Property & Casualty Insurance
559,CBAK,"China BAK Battery, Inc.",Technology,Diversified Electronics
560,CBAN,Colony Bankcorp Inc.,Financial,Regional - Mid-Atlantic Banks
561,CBB,Cincinnati Bell Inc.,Technology,Telecom Services - Domestic
562,CBEY,"Cbeyond, Inc.",Technology,Diversified Communication Services
563,CBF,Capital Bank Financial Corp.,Financial,Regional - Southeast Banks
564,CBG,"CBRE Group, Inc.",Financial,Property Management
565,CBI,Chicago Bridge & Iron Company N.V.,Industrial Goods,General Contractors
566,CBIN,Community Bank Shares of Indiana Inc.,Financial,Regional - Midwest Banks
567,CBK,Christopher & Banks Corporation,Services,Apparel Stores
568,CBLI,"Cleveland BioLabs, Inc.",Healthcare,Biotechnology
569,CBL,CBL & Associates Properties Inc.,Financial,REIT - Retail
