Ticker,Name,Sector,Industry
BKS,"Barnes & Noble, Inc.",Services,"Specialty Retail, Other"
BKU,"BankUnited, Inc.",Financial,Regional - Mid-Atlantic Banks
BKW,"Burger King Worldwide, Inc.",Services,Restaurants
BKYF,Bank of Kentucky Financial Corp.,Financial,Regional - Southeast Banks
BLDR,"Builders FirstSource, Inc.",Services,Home Improvement Stores
BLIN,"Bridgeline Digital, Inc.",Technology,Application Software
BLKB,Blackbaud Inc.,Technology,Business Software & Services
BLL,Ball Corporation,Consumer Goods,Packaging & Containers
BLK,"BlackRock, Inc.",Financial,Asset Management
BLMN,"Bloomin' Brands, Inc.",Services,Restaurants
BLMT,"BSB Bancorp, Inc.",Financial,Money Center Banks
BLOX,Infoblox Inc.,Services,Business Services
BMC,BMC Software Inc.,,
BMI,Badger Meter Inc.,Technology,Scientific & Technical Instruments
BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers
BMTC,Bryn Mawr Bank Corp.,Financial,Regional - Mid-Atlantic Banks
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major
BNCL,Beneficial Mutual Bancorp Inc.,Financial,Regional - Northeast Banks
BNCN,BNC Bancorp,Financial,Regional - Mid-Atlantic Banks
BOBE,"Bob Evans Farms, Inc.",Services,Restaurants
BOCH,Bank of Commerce Holdings,Financial,Regional - Mid-Atlantic Banks
BODY,Body Central Corp.,Services,Apparel Stores
BOFI,"BofI Holding, Inc.",Financial,Savings & Loans
BOH,Bank of Hawaii Corporation,Financial,Regional - Pacific Banks
BOKF,BOK Financial Corporation,Financial,Regional - Southwest Banks
BOLT,Bolt Technology Corp.,Basic Materials,Oil & Gas Equipment & Services
BONE,"Bacterin International Holdings, Inc.",Healthcare,Medical Appliances & Equipment
BONT,Bon-Ton Stores Inc.,Services,Department Stores
BOTA,"Biota Pharmaceuticals, Inc.",Healthcare,Biotechnology
BOOM,Dynamic Materials Corp.,Industrial Goods,Metal Fabrication
BPFH,"Boston Private Financial Holdings, Inc.",Financial,Regional - Northeast Banks
BOX,Box Ships Inc.,Services,Shipping
BOTJ,Bank of the James Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks
BPL,"Buckeye Partners, L.P.",Basic Materials,Oil & Gas Pipelines
BPOP,"Popular, Inc.",Financial,Foreign Regional Banks
BPI,"Bridgepoint Education, Inc.",Services,Education & Training Services
BPZ,"BPZ Resources, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
BR,"Broadridge Financial Solutions, Inc.",Technology,Information & Delivery Services
BRC,Brady Corp.,Technology,Security Software & Services
BRCD,"Brocade Communications Systems, Inc.",Technology,Data Storage Devices
BREW,"Craft Brew Alliance, Inc.",Consumer Goods,Beverages - Brewers
BRKA,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance
BRID,Bridgford Foods Corp.,Consumer Goods,Meat Products
BRKL,"Brookline Bancorp, Inc.",Financial,Savings & Loans
BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits
BRKR,Bruker Corporation,Technology,Scientific & Technical Instruments
BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials
BRLI,Bio-Reference Laboratories Inc.,Healthcare,Medical Laboratories & Research
BRN,"Barnwell Industries, Inc.",Basic Materials,Independent Oil & Gas
BRO,Brown & Brown Inc.,Financial,Insurance Brokers
BRS,"Bristow Group, Inc.",Services,"Air Services, Other"
BRSS,"Global Brass and Copper Holdings, Inc.",Industrial Goods,Metal Fabrication
BRT,BRT Realty Trust,Financial,Mortgage Investment
BSDM,BSD Medical Corp.,Healthcare,Medical Appliances & Equipment
BSET,"Bassett Furniture Industries, Incorporated",Consumer Goods,Home Furnishings & Fixtures
BSPM,"Biostar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major
BSQR,BSQUARE Corp.,Technology,Application Software
BSRR,Sierra Bancorp,Financial,Regional - Pacific Banks
BTH,"Blyth, Inc.",Consumer Goods,Personal Products
BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment
BTN,"Ballantyne Strong, Inc",Consumer Goods,Photographic Equipment & Supplies
BTU,Peabody Energy Corp.,Basic Materials,Industrial Metals & Minerals
BTUI,BTU International Inc.,Technology,Semiconductor Equipment & Materials
BTX,"BioTime, Inc.",Healthcare,Biotechnology
BUSE,First Busey Corporation,Financial,Regional - Midwest Banks
BV,"Bazaarvoice, Inc.",Technology,Application Software
BVSN,"BroadVision, Inc.",Technology,Internet Software & Services
BVX,Bovie Medical Corporation,Healthcare,Medical Instruments & Supplies
BWA,BorgWarner Inc.,Consumer Goods,Auto Parts
BWC,The Babcock & Wilcox Company,Industrial Goods,Diversified Machinery
BWLD,Buffalo Wild Wings Inc.,Services,Restaurants
BWP,"Boardwalk Pipeline Partners, LP",Basic Materials,Oil & Gas Pipelines
BWS,Brown Shoe Co. Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories
BXC,Bluelinx Holdings Inc.,Services,Building Materials Wholesale
BXP,Boston Properties Inc.,Financial,REIT - Office
BXS,"BancorpSouth, Inc.",Financial,Regional - Southeast Banks
BYD,Boyd Gaming Corporation,Services,Resorts & Casinos
BYFC,Broadway Financial Corporation,Financial,Savings & Loans
BYI,"Bally Technologies, Inc.",Services,Gaming Activities
BYLK,Baylake Corp.,Financial,Money Center Banks
BZC,Breeze-Eastern Corporation,Industrial Goods,Aerospace/Defense Products & Services
BZH,Beazer Homes USA Inc.,Industrial Goods,Residential Construction
C,Citigroup Inc.,Financial,Money Center Banks
CA,CA Technologies,Technology,Business Software & Services
CAAS,China Automotive Systems Inc.,Consumer Goods,Auto Parts
CAB,Cabela's Incorporated,Services,Sporting Goods Stores
CAC,Camden National Corp.,Financial,Regional - Northeast Banks
CACB,Cascade Bancorp,Financial,Regional - Pacific Banks
CACC,Credit Acceptance Corp.,Financial,Credit Services
CACG,Chart Acquisition Corp.,Conglomerates,Conglomerates
CACGU,Chart Acquisition Corp.,,
CACGW,Chart Acquisition Corp.,,
CACI,CACI International Inc.,Services,Technical Services
CADC,"China Advanced Construction Materials Group, Inc.",Industrial Goods,General Building Materials
CACH,Cache Inc.,Services,Apparel Stores
CADX,Cadence Pharmaceuticals Inc.,,
CAG,"ConAgra Foods, Inc.",Consumer Goods,Processed & Packaged Goods
CAH,"Cardinal Health, Inc.",Services,Drugs Wholesale
CAFI,Camco Financial Corp.,,
CAK,CAMAC Energy Inc.,Basic Materials,Independent Oil & Gas
CAKE,The Cheesecake Factory Incorporated,Services,Restaurants
CALD,Callidus Software Inc.,Technology,Business Software & Services
CALI,China Auto Logistic Inc.,Services,Auto Dealerships
CALL,magicJack VocalTec Ltd.,Technology,Telecom Services - Domestic
CALM,"Cal-Maine Foods, Inc.",Consumer Goods,Food - Major Diversified
CALX,Calix Inc.,Technology,Communication Equipment
CAM,Cameron International Corporation,Basic Materials,Oil & Gas Equipment & Services
CAMP,CalAmp Corp.,Technology,Communication Equipment
CAP,CAI International Inc.,Services,Rental & Leasing Services
CAR,"Avis Budget Group, Inc.",Services,Rental & Leasing Services
CARB,"Carbonite, Inc.",Services,Business Services
CARV,"Carver Bancorp, Inc.",Financial,Savings & Loans
CAS,A. M. Castle & Co.,Industrial Goods,Metal Fabrication
CASH,"Meta Financial Group, Inc.",Financial,Savings & Loans
CASM,CAS Medical Systems Inc.,Healthcare,Medical Instruments & Supplies
CASS,"Cass Information Systems, Inc.",Services,Business Services
CASY,"Casey's General Stores, Inc.",Services,Grocery Stores
CAT,Caterpillar Inc.,Industrial Goods,Farm & Construction Machinery
CATM,Cardtronics Inc.,Services,Business Services
CATO,The Cato Corporation,Services,Apparel Stores
CATY,Cathay General Bancorp,Financial,Regional - Pacific Banks
CAVM,"Cavium, Inc.",Technology,Semiconductor - Broad Line
CAW,CCA Industries Inc.,Consumer Goods,Personal Products
CB,The Chubb Corporation,Financial,Property & Casualty Insurance
CBAK,"China BAK Battery, Inc.",Technology,Diversified Electronics
CBAN,Colony Bankcorp Inc.,Financial,Regional - Mid-Atlantic Banks
CBB,Cincinnati Bell Inc.,Technology,Telecom Services - Domestic
CBEY,"Cbeyond, Inc.",Technology,Diversified Communication Services
CBF,Capital Bank Financial Corp.,Financial,Regional - Southeast Banks
CBG,"CBRE Group, Inc.",Financial,Property Management
CBI,Chicago Bridge & Iron Company N.V.,Industrial Goods,General Contractors
CBIN,Community Bank Shares of Indiana Inc.,Financial,Regional - Midwest Banks
CBK,Christopher & Banks Corporation,Services,Apparel Stores
CBLI,"Cleveland BioLabs, Inc.",Healthcare,Biotechnology
CBL,CBL & Associates Properties Inc.,Financial,REIT - Retail
CBM,Cambrex Corporation.,Healthcare,Biotechnology
CBMX,CombiMatrix Corporation,Healthcare,Medical Laboratories & Research
CBMXW,CombiMatrix Corporation,,
CBNJ,"Cape Bancorp, Inc.",Financial,Regional - Northeast Banks
CBNK,"Chicopee Bancorp, Inc.",Financial,Savings & Loans
CBOE,"CBOE Holdings, Inc.",Financial,Diversified Investments
CBPO,"China Biologic Products, Inc.",Healthcare,Biotechnology
CBR,"Ciber, Inc.",Technology,Information Technology Services
CBRL,"Cracker Barrel Old Country Store, Inc.",Services,Restaurants
CBRX,Columbia Laboratories Inc.,Healthcare,Drug Delivery
CBS,CBS Corporation,Services,Entertainment - Diversified
CBSH,"Commerce Bancshares, Inc.",Financial,Regional - Midwest Banks
CBST,Cubist Pharmaceuticals Inc.,Healthcare,Biotechnology
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals
CBU,Community Bank System Inc.,Financial,Regional - Midwest Banks
CBZ,"CBIZ, Inc.",Services,Business Services
CCBG,Capital City Bank Group Inc.,Financial,Regional - Mid-Atlantic Banks
CCF,Chase Corporation,Industrial Goods,Industrial Equipment & Components
CCC,Calgon Carbon Corporation,Industrial Goods,Pollution & Treatment Controls
CCE,Coca-Cola Enterprises Inc.,Consumer Goods,Beverages - Soft Drinks
CCG,"Campus Crest Communities, Inc.",Financial,REIT - Diversified
CCI,Crown Castle International Corp.,Technology,Diversified Communication Services
CCIX,"Coleman Cable, Inc.",,
CCK,Crown Holdings Inc.,Consumer Goods,Packaging & Containers
CCL,Carnival Corporation,Services,Resorts & Casinos
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductor - Integrated Circuits
CCNE,CNB Financial Corp.,Financial,Regional - Northeast Banks
CCO,Clear Channel Outdoor Holdings Inc.,Services,Marketing Services
CCOI,"Cogent Communications Group, Inc.",Technology,Diversified Communication Services
CCRN,"Cross Country Healthcare, Inc.",Services,Staffing & Outsourcing Services
CCUR,Concurrent Computer Corporation,Technology,Computer Based Systems
CDI,CDI Corp.,Services,Staffing & Outsourcing Services
CDE,"Coeur Mining, Inc.",Basic Materials,Silver
CDII,"CD International Enterprises, Inc.",Services,Business Services
CDR,"Cedar Realty Trust, Inc.",Financial,REIT - Retail
CDXS,"Codexis, Inc.",Healthcare,Biotechnology
CDNS,Cadence Design Systems Inc.,Technology,Application Software
CDZI,Cadiz Inc.,Utilities,Water Utilities
CEB,Corporate Executive Board Co.,Services,Management Services
CECE,CECO Environmental Corp.,Industrial Goods,Pollution & Treatment Controls
CDTI,Clean Diesel Technologies Inc.,Industrial Goods,Pollution & Treatment Controls
CECO,Career Education Corp.,Services,Education & Training Services
CELG,Celgene Corporation,Healthcare,Biotechnology
CELGZ,Celgene Corporation,,
CEMP,"Cempra, Inc.",Healthcare,Biotechnology
CENT,Central Garden & Pet Company,Consumer Goods,Food - Major Diversified
CENTA,Central Garden & Pet Company,,
CEMI,"Chembio Diagnostics, Inc.",Healthcare,Diagnostic Substances
CENX,Century Aluminum Co.,Basic Materials,Aluminum
CEP,Constellation Energy Partners LLC,Basic Materials,Oil & Gas Drilling & Exploration
CERN,Cerner Corporation,Technology,Healthcare Information Services
CERS,Cerus Corporation,Healthcare,Biotechnology
CETV,Central European Media Enterprises Ltd.,Services,Broadcasting - TV
CEVA,CEVA Inc.,Technology,Semiconductor - Specialized
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Chemicals
CFBK,Central Federal Corp.,Financial,Savings & Loans
CERE,"Ceres, Inc.",Basic Materials,Agricultural Chemicals
CFFN,"Capitol Federal Financial, Inc.",Financial,Savings & Loans
CFFI,,Financial,Regional - Mid-Atlantic Banks
CFI,"Culp, Inc.",Industrial Goods,Textile Industrial
CFNL,Cardinal Financial Corp.,Financial,Regional - Southeast Banks
CFNB,California First National Bancorp,Financial,Regional - Pacific Banks
CFN,CareFusion Corporation,Healthcare,Medical Instruments & Supplies
CFR,"Cullen/Frost Bankers, Inc.",Financial,Regional - Southwest Banks
CFX,Colfax Corporation,Industrial Goods,Diversified Machinery
CG,The Carlyle Group LP,Financial,Asset Management
CGA,"China Green Agriculture, Inc.",Basic Materials,Agricultural Chemicals
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments
CGI,Celadon Group Inc.,Services,Trucking
CHD,Church & Dwight Co. Inc.,Consumer Goods,Cleaning Products
CHDX,Chindex International Inc.,Services,Medical Equipment Wholesale
CHBT,"China-Biotics, Inc.",,
CHE,Chemed Corp.,Healthcare,Home Health Care
CHEF,"The Chefs' Warehouse, Inc.",Services,Food Wholesale
CHCI,"Comstock Holding Companies, Inc.",Industrial Goods,Residential Construction
CHEV,Cheviot Financial Corp.,Financial,Money Center Banks
CHFC,Chemical Financial Corporation,Financial,Regional - Midwest Banks
CHCO,City Holding Co.,Financial,Regional - Mid-Atlantic Banks
CHFN,Charter Financial Corporation,Financial,Regional - Mid-Atlantic Banks
CHGS,"China Gengsheng Minerals, Inc.",Basic Materials,Nonmetallic Mineral Mining
CHH,Choice Hotels International Inc.,Services,Lodging
CHK,Chesapeake Energy Corporation,Basic Materials,Independent Oil & Gas
CHKE,Cherokee Inc.,Services,Apparel Stores
CHLN,"China Housing and Land Development, Inc.",Financial,Real Estate Development
CHMG,Chemung Financial Corporation,Financial,Regional - Pacific Banks
CHMP,Champion Industries Inc.,Consumer Goods,Business Equipment
CHMT,Chemtura Corporation,Basic Materials,Specialty Chemicals
CHRW,CH Robinson Worldwide Inc.,Services,Air Delivery & Freight Services
CHS,Chico's FAS Inc.,Services,Apparel Stores
CHSCP,"CHS, Inc.",,
CHTP,Chelsea Therapeutics International Ltd.,Healthcare,Biotechnology
CHSP,Chesapeake Lodging Trust,Financial,REIT - Hotel/Motel
CHUY,"Chuy's Holdings, Inc.",Services,Restaurants
CHYR,ChyronHego Corp.,Technology,Application Software
CI,Cigna Corp.,Healthcare,Health Care Plans
CIDM,Cinedigm Corp.,Services,Entertainment - Diversified
CIEN,Ciena Corporation,Technology,Communication Equipment
CIFC,CIFC Corp.,Financial,Asset Management
CIM,Chimera Investment Corporation,Financial,REIT - Diversified
CINF,Cincinnati Financial Corp.,Financial,Property & Casualty Insurance
CIR,"CIRCOR International, Inc.",Industrial Goods,Industrial Equipment & Components
CIT,CIT Group Inc.,Financial,Credit Services
CITZ,CFS Bancorp Inc.,,
CIX,CompX International Inc.,Services,Security & Protection Services
CIZN,Citizens Holding Company,Financial,Regional - Northeast Banks
CJJD,"China Jo-Jo Drugstores, Inc.",Services,Drug Stores
CKP,Checkpoint Systems Inc.,Services,Security & Protection Services
CL,Colgate-Palmolive Co.,Consumer Goods,Personal Products
CLB,Core Laboratories NV,Basic Materials,Oil & Gas Equipment & Services
CLBH,Carolina Bank Holdings Inc.,Financial,Regional - Mid-Atlantic Banks
CLC,CLARCOR Inc.,Industrial Goods,Pollution & Treatment Controls
CLCT,Collectors Universe Inc.,Services,Business Services
CLD,Cloud Peak Energy Inc.,Basic Materials,Industrial Metals & Minerals
CLDT,Chatham Lodging Trust,Financial,REIT - Hotel/Motel
CKX,CKX Lands Inc.,Financial,Property Management
CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology
CLF,Cliffs Natural Resources Inc.,Basic Materials,Industrial Metals & Minerals
CLFD,"Clearfield, Inc.",Technology,Communication Equipment
CLIR,Clearsign Combustion Corp.,Industrial Goods,Pollution & Treatment Controls
CLMS,Calamos Asset Management Inc.,Financial,Asset Management
CLNE,Clean Energy Fuels Corp.,Utilities,Gas Utilities
CLNT,"Cleantech Solutions International, Inc.",Industrial Goods,Diversified Machinery
CLNY,"Colony Financial, Inc.",Financial,REIT - Diversified
CLR,"Continental Resources, Inc.",Basic Materials,Independent Oil & Gas
CLRO,"ClearOne, Inc.",Technology,Communication Equipment
CLRX,"CollabRx, Inc.",Technology,Application Software
CLSN,Celsion Corp.,Healthcare,Biotechnology
CLW,Clearwater Paper Corporation,Consumer Goods,Paper & Paper Products
CLVS,"Clovis Oncology, Inc.",Healthcare,Biotechnology
CLX,The Clorox Company,Consumer Goods,Housewares & Accessories
CLUB,Town Sports International Holdings Inc.,Services,Sporting Activities
CMC,Commercial Metals Company,Basic Materials,Steel & Iron
CMA,Comerica Incorporated,Financial,Money Center Banks
CMCO,Columbus McKinnon Corporation,Industrial Goods,Farm & Construction Machinery
CMCSK,Comcast Corporation,,
CME,CME Group Inc.,Financial,Investment Brokerage - National
CMCSA,Comcast Corporation,Services,Entertainment - Diversified
CMFO,China Marine Food Group Limited,Consumer Goods,Processed & Packaged Goods
